method,layer,head,mean_logit_mse,sink_mse,local_mse,long_mse,top1_match_rate,mean_attention_kl,mean_attention_l1,mean_margin_drop,query_count,logit_count
fireq,13,2,20.674807546007365,4.450947306098649,23.172576214008465,20.577447587949003,0.8125,0.8790135193572242,0.34862883805727846,-1.0531485676765442,32,295552
fireq,14,23,20.122955518410272,1.5391680553872138,13.57354855277473,20.163872239883556,0.84375,0.07186325342462396,0.12847823782357182,0.14195626974105835,32,295552
fireq,13,1,19.065680484964062,4.139688425570727,26.860419342198323,18.754178783352682,0.65625,1.3727778801407178,0.4687519344697648,-0.8789721131324768,32,295552
fireq,14,0,18.179304680718673,2.273707887444967,12.664926979571533,18.241815517391874,0.875,0.10448771703876836,0.151409374259174,0.044841468334198,32,295552
fireq,14,2,18.151375940099573,1.7903975596298696,14.522811378121409,18.077460337051665,1.0,0.08377672208407747,0.11306438835516086,-0.06341201066970825,32,295552
fireq,14,5,18.093565480511067,4.471400601256146,11.452012844759683,18.07875798999364,0.875,0.21957512383133526,0.13952255041658645,-0.05399829149246216,32,295552
fireq,14,29,17.629122321597393,2.4719872875529565,13.94064739516295,17.626613586755887,0.9375,0.21344832566057947,0.12109917977286128,-0.08193153142929077,32,295552
fireq,14,3,16.794745359459146,1.9264140298943966,13.35832087688322,16.814850588439366,0.78125,0.29022291940327705,0.2767528785070681,0.09529036283493042,32,295552
fireq,14,17,16.733489180070812,3.5017451948036435,13.830848279364137,16.6950374734663,1.0,0.03994147792768299,0.047457457447308116,0.07694017887115479,32,295552
fireq,31,14,15.866999900663972,7.970466508267084,17.704920870321185,15.970729641869575,0.9375,0.025745979449521707,0.08207995436642616,0.03804326057434082,32,295552
fireq,14,21,15.666624023928104,1.167192373494967,11.676994701959618,15.711080780593955,0.8125,0.06654095683613548,0.11640439863458596,-0.08351898193359375,32,295552
fireq,14,14,15.44539889868342,2.2737916848659516,12.816890468173098,15.56396187973131,0.875,0.08516058976315577,0.15925749772289421,-0.37893927097320557,32,295552
fireq,14,1,15.377294107438145,1.5515721564397553,12.664267478449087,15.308136384194643,0.9375,0.22399074149429055,0.16805984251686823,0.2684604525566101,32,295552
fireq,14,30,15.18274589862945,2.089172291176437,12.40208128468213,15.290015456332394,0.96875,0.0025033202349220574,0.0020399239629114163,0.00042253732681274414,32,295552
fireq,14,18,14.716059408560815,2.4711114535342644,12.909459200490122,14.718157314405868,0.9375,0.009572955345809597,0.014361406712396274,-0.12429210543632507,32,295552
fireq,15,30,13.838394664862836,1.3362690559838666,10.48228723124454,13.900781767747697,0.96875,0.02135791248070973,0.04012667520146353,0.24937903881072998,32,295552
fireq,13,3,13.489281541205857,3.1284314025491478,16.901567058529597,13.197315931659528,0.78125,0.3562375416321544,0.3223921801710432,0.13865065574645996,32,295552
