pair,bucket_center,post_dim0_q,post_dim1_q,post_ratio_minmax
34,7295.5,3.790663719177246,2.752864122390747,0.7262221938769734
34,7551.5,4.11795711517334,2.3325705528259277,0.5664387674731143
34,7807.5,3.393259048461914,2.776893138885498,0.8183557751490266
34,8063.5,2.805955648422241,3.028679847717285,0.9264616233825734
34,8319.5,2.562370538711548,3.123823642730713,0.8202673491745627
34,8575.5,3.101491689682007,2.914776563644409,0.9397982826590319
34,8831.5,3.4028236865997314,3.0619609355926514,0.8998294409582863
34,9087.5,3.193264961242676,2.4811127185821533,0.7769830404604494
34,9343.5,3.4303336143493652,2.8676204681396484,0.8359596443168554
34,9599.5,3.8810946941375732,2.9849865436553955,0.7691094340378356
34,9855.5,3.527066946029663,2.4444491863250732,0.6930543773989696
34,10111.5,3.252697229385376,2.69818377494812,0.8295219581374822
34,10367.5,2.853776454925537,3.276001214981079,0.8711158109085193
34,10623.5,2.9606211185455322,3.242751121520996,0.9129967140854361
34,10879.5,2.9601025581359863,2.908000946044922,0.9823987138729837
34,11135.5,3.4083309173583984,2.991521120071411,0.8777085302473996
34,11391.5,3.3403871059417725,2.8173904418945312,0.8434323186324867
34,11647.5,3.477590560913086,2.684638738632202,0.7719824089720659
34,11903.5,3.450951099395752,2.445528268814087,0.7086534112993631
34,12159.5,3.0598793029785156,2.3412156105041504,0.7651333202016135
34,12415.5,2.4914212226867676,3.0729820728302,0.8107503277401752
34,12671.5,2.6840195655822754,2.762369394302368,0.9716367300905895
34,12927.5,3.1053993701934814,2.789583444595337,0.898301027355954
34,13183.5,3.410708427429199,3.1339290142059326,0.9188498755867304
34,13439.5,3.7525017261505127,2.682223320007324,0.714782701181825
34,13695.5,3.381589412689209,2.8388078212738037,0.8394892090155445
34,13951.5,3.330467462539673,2.3704209327697754,0.7117382047510511
34,14207.5,3.1796629428863525,2.900001287460327,0.9120467607890033
34,14463.5,2.553755521774292,3.1746907234191895,0.8044108054166168
34,14719.5,2.9260923862457275,2.940995454788208,0.9949326448232972
34,14975.5,3.166067361831665,3.025397777557373,0.9555696173839743
34,15231.5,3.6210997104644775,2.684997797012329,0.7414868442459778
34,15487.5,3.548218250274658,2.8654520511627197,0.8075749148015099
34,15743.5,3.4455220699310303,2.711886405944824,0.7870756160906288
34,15999.5,3.0879034996032715,2.228931188583374,0.7218266985576924
34,16255.5,3.1342198848724365,2.7062442302703857,0.8634506606675206
34,16511.5,2.9755971431732178,3.1043143272399902,0.9585360338876465
34,16767.5,2.865549087524414,2.664830446243286,0.9299545618831009
34,17023.5,3.2536022663116455,2.6573305130004883,0.8167348973520652
34,17279.5,3.3382129669189453,3.399918794631958,0.9818507936688258
34,17535.5,3.3723671436309814,2.8567276000976562,0.8470986338165591
34,17791.5,3.562126636505127,2.921499490737915,0.8201559879421514
34,18047.5,3.573493719100952,2.789644956588745,0.780649184208049
34,18303.5,2.9902102947235107,2.7882354259490967,0.9324546273113913
34,18559.5,2.518606662750244,3.0205483436584473,0.8338243180374798
34,18815.5,3.0540273189544678,2.919285535812378,0.9558806228399365
34,19071.5,2.9910123348236084,2.8312172889709473,0.94657492916622
34,19327.5,3.2988312244415283,2.2689342498779297,0.6877994342563089
34,19583.5,3.5805206298828125,2.6801376342773438,0.7485329401286155
34,19839.5,2.5959677696228027,2.525447368621826,0.9728346392331276
34,20095.5,3.2552735805511475,2.2250380516052246,0.6835179890559323
34,20351.5,3.5003511905670166,2.6972038745880127,0.7705523611049715
